aggregate data per location for magnitude = 0.2
SERN
37 perturbation point
Random Enactor, seed :32
PONE : Numerical Perturbator
1 arrays of 100 integers
Random integer generated with 23 as seed
IndexLoc   #Success   #Failure   #Exception #Call      #Enaction  %Success                   
303        0          1          0          0          0           0,00                      
304        0          0          1          0          0           0,00                      
305        1          0          0          0          0          -------------------- 100,00
306        1          0          0          0          0          -------------------- 100,00
307        1          0          0          0          0          -------------------- 100,00
308        1          0          0          0          0          -------------------- 100,00
309        1          0          0          0          0          -------------------- 100,00
310        1          0          0          0          0          -------------------- 100,00
311        1          0          0          0          0          -------------------- 100,00
312        0          0          1          0          0           0,00                      
313        1          0          0          0          0          -------------------- 100,00
314        1          0          0          0          0          -------------------- 100,00
316        0          1          0          0          0           0,00                      
317        1          0          0          0          0          -------------------- 100,00
318        1          0          0          0          0          -------------------- 100,00
320        0          0          1          0          0           0,00                      
321        0          0          1          0          0           0,00                      
322        1          0          0          0          0          -------------------- 100,00
324        1          0          0          0          0          -------------------- 100,00
325        0          1          0          0          0           0,00                      
327        0          1          0          0          0           0,00                      
328        0          1          0          0          0           0,00                      
329        0          1          0          0          0           0,00                      
330        1          0          0          0          0          -------------------- 100,00
332        0          1          0          0          0           0,00                      
333        1          0          0          0          0          -------------------- 100,00
334        0          1          0          0          0           0,00                      
335        1          0          0          0          0          -------------------- 100,00
337        0          1          0          0          0           0,00                      
338        0          0          1          0          0           0,00                      
339        0          0          1          0          0           0,00                      
340        0          1          0          0          0           0,00                      
341        0          1          0          0          0           0,00                      
342        0          1          0          0          0           0,00                      
343        0          1          0          0          0           0,00                      
344        0          1          0          0          0           0,00                      
345        0          1          0          0          0           0,00                      
