aggregate data per location for random rate = 0.1 and with Magnitude = 1
Exploration Plus Magnitude
magnitude value : 1 5 10 25 50 100 
164 perturbation point
PM : Numerical Perturbator
20 string of 100 char
Random char generated with 23 as seed
IndexLoc   #Success   #Failure   #Exception #CallAllExecs      AvgCallPerExec     #Perturbations AvgPerturbationPerExec   #Execs     #Tasks     %Success                   
79         100        0          0          19200              192,00             1944           19,44                    100        20         -------------------- 100,00
80         0          68         32         14912              149,12             1486           14,86                    100        20          0,00                      
81         0          1          99         6838               68,38              675            6,75                     100        20          0,00                      
82         10         90         0          4800               48,00              489            4,89                     100        20         -- 10,00                   
83         3          97         0          4800               48,00              489            4,89                     100        20         - 3,00                     
84         3          97         0          4800               48,00              489            4,89                     100        20         - 3,00                     
85         5          95         0          4800               48,00              489            4,89                     100        20         - 5,00                     
86         2          98         0          4800               48,00              489            4,89                     100        20         - 2,00                     
87         2          98         0          4800               48,00              489            4,89                     100        20         - 2,00                     
88         4          96         0          4800               48,00              489            4,89                     100        20         - 4,00                     
89         8          92         0          4800               48,00              489            4,89                     100        20         -- 8,00                    
90         2          98         0          4800               48,00              489            4,89                     100        20         - 2,00                     
91         2          98         0          4800               48,00              489            4,89                     100        20         - 2,00                     
92         5          95         0          4800               48,00              489            4,89                     100        20         - 5,00                     
93         3          97         0          4800               48,00              489            4,89                     100        20         - 3,00                     
94         1          99         0          4800               48,00              489            4,89                     100        20         - 1,00                     
95         2          98         0          4800               48,00              489            4,89                     100        20         - 2,00                     
96         1          99         0          4800               48,00              489            4,89                     100        20         - 1,00                     
97         1          99         0          4800               48,00              489            4,89                     100        20         - 1,00                     
98         1          99         0          4800               48,00              489            4,89                     100        20         - 1,00                     
99         1          3          96         1551               15,51              162            1,62                     100        20         - 1,00                     
100        1          99         0          4800               48,00              489            4,89                     100        20         - 1,00                     
101        1          99         0          4800               48,00              489            4,89                     100        20         - 1,00                     
102        1          99         0          4800               48,00              489            4,89                     100        20         - 1,00                     
103        1          99         0          4800               48,00              489            4,89                     100        20         - 1,00                     
104        1          99         0          4800               48,00              489            4,89                     100        20         - 1,00                     
105        2          98         0          4800               48,00              489            4,89                     100        20         - 2,00                     
106        1          99         0          4800               48,00              489            4,89                     100        20         - 1,00                     
107        1          99         0          4800               48,00              489            4,89                     100        20         - 1,00                     
108        1          99         0          4800               48,00              489            4,89                     100        20         - 1,00                     
109        1          14         85         2200               22,00              233            2,33                     100        20         - 1,00                     
110        1          99         0          4800               48,00              489            4,89                     100        20         - 1,00                     
111        6          94         0          4800               48,00              489            4,89                     100        20         -- 6,00                    
112        3          97         0          4800               48,00              489            4,89                     100        20         - 3,00                     
