SERN
random Rates : 0.001 0.002 0.005 0.009 0.01 0.02 0.05 0.09 0.1 0.2 0.5 0.9 
37 perturbation point
Random Enactor, seed :32
PONE : Numerical Perturbator
1 arrays of 100 integers
Random integer generated with 23 as seed
aggregate data per location for magnitude = 0.001
IndexLoc   #Success   #Failure   #Exception #Call      #Enaction  %Success                   
303        1          0          0          90         0          -------------------- 100,00
304        1          0          0          90         0          -------------------- 100,00
305        1          0          0          90         0          -------------------- 100,00
306        1          0          0          90         0          -------------------- 100,00
307        1          0          0          90         0          -------------------- 100,00
308        1          0          0          90         0          -------------------- 100,00
309        1          0          0          90         0          -------------------- 100,00
310        1          0          0          90         0          -------------------- 100,00
311        1          0          0          90         0          -------------------- 100,00
312        1          0          0          90         0          -------------------- 100,00
313        1          0          0          302        0          -------------------- 100,00
314        1          0          0          302        0          -------------------- 100,00
316        1          0          0          420        0          -------------------- 100,00
317        1          0          0          420        0          -------------------- 100,00
318        1          0          0          420        0          -------------------- 100,00
320        1          0          0          471        0          -------------------- 100,00
321        1          0          0          471        0          -------------------- 100,00
322        1          0          0          471        0          -------------------- 100,00
324        1          0          0          212        0          -------------------- 100,00
325        1          0          0          212        0          -------------------- 100,00
327        1          0          0          182        0          -------------------- 100,00
328        1          0          0          182        0          -------------------- 100,00
329        1          0          0          90         0          -------------------- 100,00
330        1          0          0          90         0          -------------------- 100,00
332        1          0          0          45         0          -------------------- 100,00
333        1          0          0          45         0          -------------------- 100,00
334        1          0          0          90         0          -------------------- 100,00
335        1          0          0          90         0          -------------------- 100,00
337        1          0          0          44         0          -------------------- 100,00
338        1          0          0          44         0          -------------------- 100,00
339        1          0          0          182        0          -------------------- 100,00
340        1          0          0          182        0          -------------------- 100,00
341        1          0          0          182        0          -------------------- 100,00
342        1          0          0          182        0          -------------------- 100,00
343        1          0          0          182        0          -------------------- 100,00
344        1          0          0          182        0          -------------------- 100,00
345        1          0          0          182        0          -------------------- 100,00
