contains the data for the magnitude analysis graph.
SEPM
magnitude value : 2 5 10 20 50 
143 perturbation point
N Execution Enactor
PMAG : Numerical Perturbator
20 list of 100 number
Random numbers generated with 23 as seed
Magnitude  IndexLoc   #Success   #Failure   #Exception #Call      #Perturtions   %Success                   
10         104        20         0          0          20         20             -------------------- 100,00
20         104        20         0          0          20         20             -------------------- 100,00
50         104        20         0          0          20         20             -------------------- 100,00
2          105        0          20         0          20         20              0,00                      
5          105        0          20         0          20         20              0,00                      
10         105        0          20         0          20         20              0,00                      
20         105        0          20         0          20         20              0,00                      
50         105        0          20         0          20         20              0,00                      
2          106        0          2000       0          200000     2000            0,00                      
5          106        0          2000       0          200000     2000            0,00                      
10         106        0          2000       0          200000     2000            0,00                      
20         106        0          2000       0          200000     2000            0,00                      
50         106        0          2000       0          200000     2000            0,00                      
2          107        1999       1          0          200000     2000           -------------------- 99,95 
5          107        1997       3          0          200000     2000           -------------------- 99,85 
10         107        1993       7          0          200000     2000           -------------------- 99,65 
20         107        1990       10         0          200000     2000           -------------------- 99,50 
50         107        1962       38         0          200000     2000           -------------------- 98,10 
2          108        0          2000       0          200000     2000            0,00                      
5          108        0          2000       0          200000     2000            0,00                      
10         108        0          2000       0          200000     2000            0,00                      
20         108        0          2000       0          200000     2000            0,00                      
50         108        0          2000       0          200000     2000            0,00                      
2          109        0          2000       0          200000     2000            0,00                      
5          109        0          2000       0          200000     2000            0,00                      
10         109        0          2000       0          200000     2000            0,00                      
20         109        0          2000       0          200000     2000            0,00                      
50         109        0          2000       0          200000     2000            0,00                      
2          110        1006       994        0          200000     2000           ----------- 50,30          
5          110        0          2000       0          200000     2000            0,00                      
10         110        0          2000       0          200000     2000            0,00                      
20         110        0          2000       0          200000     2000            0,00                      
50         110        258        1742       0          200000     2000           --- 12,90                  
2          111        2          1998       0          200000     2000           - 0,10                     
5          111        0          2000       0          200000     2000            0,00                      
10         111        0          2000       0          200000     2000            0,00                      
20         111        0          2000       0          200000     2000            0,00                      
50         111        0          2000       0          200000     2000            0,00                      
2          112        2000       0          0          200000     2000           -------------------- 100,00
5          112        2000       0          0          200000     2000           -------------------- 100,00
10         112        2000       0          0          200000     2000           -------------------- 100,00
20         112        2000       0          0          200000     2000           -------------------- 100,00
50         112        2000       0          0          200000     2000           -------------------- 100,00
2          113        2000       0          0          200000     2000           -------------------- 100,00
5          113        2000       0          0          200000     2000           -------------------- 100,00
10         113        2000       0          0          200000     2000           -------------------- 100,00
20         113        2000       0          0          200000     2000           -------------------- 100,00
50         113        2000       0          0          200000     2000           -------------------- 100,00
2          114        0          2000       0          200000     2000            0,00                      
5          114        0          2000       0          200000     2000            0,00                      
10         114        0          2000       0          200000     2000            0,00                      
20         114        0          2000       0          200000     2000            0,00                      
50         114        0          2000       0          200000     2000            0,00                      
2          115        1006       994        0          200000     2000           ----------- 50,30          
5          115        0          2000       0          200000     2000            0,00                      
10         115        0          2000       0          200000     2000            0,00                      
20         115        0          2000       0          200000     2000            0,00                      
50         115        628        1372       0          200000     2000           ------- 31,40              
2          116        1          1999       0          200000     2000           - 0,05                     
5          116        1          1999       0          200000     2000           - 0,05                     
10         116        0          2000       0          200000     2000            0,00                      
20         116        1          1999       0          200000     2000           - 0,05                     
50         116        1          1999       0          200000     2000           - 0,05                     
2          117        2000       0          0          200000     2000           -------------------- 100,00
5          117        2000       0          0          200000     2000           -------------------- 100,00
10         117        2000       0          0          200000     2000           -------------------- 100,00
20         117        2000       0          0          200000     2000           -------------------- 100,00
50         117        2000       0          0          200000     2000           -------------------- 100,00
2          118        2000       0          0          200000     2000           -------------------- 100,00
5          118        2000       0          0          200000     2000           -------------------- 100,00
10         118        2000       0          0          200000     2000           -------------------- 100,00
20         118        2000       0          0          200000     2000           -------------------- 100,00
50         118        2000       0          0          200000     2000           -------------------- 100,00
2          119        0          2000       0          200000     2000            0,00                      
5          119        0          2000       0          200000     2000            0,00                      
10         119        0          2000       0          200000     2000            0,00                      
20         119        0          2000       0          200000     2000            0,00                      
50         119        0          2000       0          200000     2000            0,00                      
2          120        2000       0          0          200000     2000           -------------------- 100,00
5          120        2000       0          0          200000     2000           -------------------- 100,00
10         120        2000       0          0          200000     2000           -------------------- 100,00
20         120        2000       0          0          200000     2000           -------------------- 100,00
50         120        2000       0          0          200000     2000           -------------------- 100,00
2          121        1          1999       0          200000     2000           - 0,05                     
5          121        1          1999       0          200000     2000           - 0,05                     
10         121        1          1999       0          200000     2000           - 0,05                     
20         121        0          2000       0          200000     2000            0,00                      
50         121        0          2000       0          200000     2000            0,00                      
2          122        0          2000       0          200000     2000            0,00                      
5          122        0          2000       0          200000     2000            0,00                      
10         122        0          2000       0          200000     2000            0,00                      
20         122        0          2000       0          200000     2000            0,00                      
50         122        0          2000       0          200000     2000            0,00                      
2          123        0          2000       0          200000     2000            0,00                      
5          123        0          2000       0          200000     2000            0,00                      
10         123        0          2000       0          200000     2000            0,00                      
20         123        0          2000       0          200000     2000            0,00                      
50         123        0          2000       0          200000     2000            0,00                      
2          124        0          0          0          0          0              NaN                        
5          124        0          0          0          0          0              NaN                        
10         124        0          0          0          0          0              NaN                        
20         124        0          0          0          0          0              NaN                        
50         124        0          0          0          0          0              NaN                        
2          125        0          0          0          0          0              NaN                        
5          125        0          0          0          0          0              NaN                        
10         125        0          0          0          0          0              NaN                        
20         125        0          0          0          0          0              NaN                        
50         125        0          0          0          0          0              NaN                        
2          126        0          0          0          0          0              NaN                        
5          126        0          0          0          0          0              NaN                        
10         126        0          0          0          0          0              NaN                        
20         126        0          0          0          0          0              NaN                        
50         126        0          0          0          0          0              NaN                        
2          127        0          0          0          0          0              NaN                        
5          127        0          0          0          0          0              NaN                        
10         127        0          0          0          0          0              NaN                        
20         127        0          0          0          0          0              NaN                        
50         127        0          0          0          0          0              NaN                        
2          128        0          0          0          0          0              NaN                        
5          128        0          0          0          0          0              NaN                        
10         128        0          0          0          0          0              NaN                        
20         128        0          0          0          0          0              NaN                        
50         128        0          0          0          0          0              NaN                        
2          130        0          0          0          0          0              NaN                        
5          130        0          0          0          0          0              NaN                        
10         130        0          0          0          0          0              NaN                        
20         130        0          0          0          0          0              NaN                        
50         130        0          0          0          0          0              NaN                        
2          131        0          0          0          0          0              NaN                        
5          131        0          0          0          0          0              NaN                        
10         131        0          0          0          0          0              NaN                        
20         131        0          0          0          0          0              NaN                        
50         131        0          0          0          0          0              NaN                        
2          132        0          0          0          0          0              NaN                        
5          132        0          0          0          0          0              NaN                        
10         132        0          0          0          0          0              NaN                        
20         132        0          0          0          0          0              NaN                        
50         132        0          0          0          0          0              NaN                        
2          133        0          0          0          0          0              NaN                        
5          133        0          0          0          0          0              NaN                        
10         133        0          0          0          0          0              NaN                        
20         133        0          0          0          0          0              NaN                        
50         133        0          0          0          0          0              NaN                        
2          134        0          0          0          0          0              NaN                        
5          134        0          0          0          0          0              NaN                        
10         134        0          0          0          0          0              NaN                        
20         134        0          0          0          0          0              NaN                        
50         134        0          0          0          0          0              NaN                        
2          135        0          0          0          0          0              NaN                        
5          135        0          0          0          0          0              NaN                        
10         135        0          0          0          0          0              NaN                        
20         135        0          0          0          0          0              NaN                        
50         135        0          0          0          0          0              NaN                        
2          136        0          0          0          0          0              NaN                        
5          136        0          0          0          0          0              NaN                        
10         136        0          0          0          0          0              NaN                        
20         136        0          0          0          0          0              NaN                        
50         136        0          0          0          0          0              NaN                        
2          137        0          0          0          0          0              NaN                        
5          137        0          0          0          0          0              NaN                        
10         137        0          0          0          0          0              NaN                        
20         137        0          0          0          0          0              NaN                        
50         137        0          0          0          0          0              NaN                        
2          138        0          0          0          0          0              NaN                        
5          138        0          0          0          0          0              NaN                        
10         138        0          0          0          0          0              NaN                        
20         138        0          0          0          0          0              NaN                        
50         138        0          0          0          0          0              NaN                        
2          139        0          0          0          0          0              NaN                        
5          139        0          0          0          0          0              NaN                        
10         139        0          0          0          0          0              NaN                        
20         139        0          0          0          0          0              NaN                        
50         139        0          0          0          0          0              NaN                        
2          140        0          0          0          0          0              NaN                        
5          140        0          0          0          0          0              NaN                        
10         140        0          0          0          0          0              NaN                        
20         140        0          0          0          0          0              NaN                        
50         140        0          0          0          0          0              NaN                        
2          141        0          0          0          0          0              NaN                        
5          141        0          0          0          0          0              NaN                        
10         141        0          0          0          0          0              NaN                        
20         141        0          0          0          0          0              NaN                        
50         141        0          0          0          0          0              NaN                        
2          142        0          0          0          0          0              NaN                        
5          142        0          0          0          0          0              NaN                        
10         142        0          0          0          0          0              NaN                        
20         142        0          0          0          0          0              NaN                        
50         142        0          0          0          0          0              NaN                        
2          143        0          0          0          0          0              NaN                        
5          143        0          0          0          0          0              NaN                        
10         143        0          0          0          0          0              NaN                        
20         143        0          0          0          0          0              NaN                        
50         143        0          0          0          0          0              NaN                        
2          144        0          0          0          0          0              NaN                        
5          144        0          0          0          0          0              NaN                        
10         144        0          0          0          0          0              NaN                        
20         144        0          0          0          0          0              NaN                        
50         144        0          0          0          0          0              NaN                        
2          145        0          0          0          0          0              NaN                        
5          145        0          0          0          0          0              NaN                        
10         145        0          0          0          0          0              NaN                        
20         145        0          0          0          0          0              NaN                        
50         145        0          0          0          0          0              NaN                        
2          146        0          0          0          0          0              NaN                        
5          146        0          0          0          0          0              NaN                        
10         146        0          0          0          0          0              NaN                        
20         146        0          0          0          0          0              NaN                        
50         146        0          0          0          0          0              NaN                        
2          147        0          0          0          0          0              NaN                        
5          147        0          0          0          0          0              NaN                        
10         147        0          0          0          0          0              NaN                        
20         147        0          0          0          0          0              NaN                        
50         147        0          0          0          0          0              NaN                        
